id,paragraph_id,content,paper_arxiv_id,paper_section
3102287,10,"$e^{\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta}}
$
is convex in \( \mathbf{v} \). All these observations imply that \( \mathcal{J}(\mathbf{v}) \) is convex in \( \mathbf{v} \), as desired.
\end{proof}\begin{proof}
 We first recall that the preference-based loss function has the following form:
\begin{align}
    \mathcal{L}(\bq, \bv, w) = \sum_{(\sigma_1, \sigma_2) \in \mathcal{P}} \sum_{(\bs, \ba) \in \sigma_1} R_w[\bq, \bv](\bs, \ba) 
    - \log\left(e^{\sum_{\sigma_1} R_w[\bq, \bv](\bs, \ba)} + e^{\sum_{\sigma_2} R_w[\bq, \bv](\bs, \ba)}\right) 
    + \phi(R_w[\bq, \bv](\bs, \ba)). \nonumber
\end{align}",2501.18944,Missing Proofs
3102227,10,"The mixing function  \( \mathcal{M}_w \) \mathcal{M}_w 
  can be either a linear combination (single-layer) or a nonlinear combination (e.g., a two-layer network with ReLU activation). Our work uses the simple linear structure, which has two key advantages over the nonlinear approach. \textbf{First}, a two-layer structure often causes over-fitting and poor performance, especially in offline settings with limited data \citep{bui2025comadice}. \textbf{Second}, the linear structure ensures convexity in the learning objectives within the Q-space, leading to stable optimization and consistent training—benefits not present under a two-layer mixing network structure.",2501.18944,Multi-agent Preference-based RL (PbRL)
3102380,11,"To generate preference annotations for trajectory pairs, we utilized GPT-4o \citep{openai2024gpt4o}. This model was prompted with detailed trajectory state information, including key metrics such as health points, shields, relative positions, cooldown times, agent types, and action meanings. The inclusion of such detailed state information significantly improves the ability of the LLM to evaluate trajectory pairs effectively. Following the methodology of DPM \citep{kang2024dpm}, we extracted critical state details such as the health points of allied and enemy agents, the number of agent deaths (both allied and enemy), and the total remaining health at the final state of each trajectory. These extracted metrics were then used to construct prompts for the LLM, as shown in Table \ref{tab:sample_prompt}.",2501.18944,Additional Details
3102288,11,"We observe that under the assumption that the mixing networks are linear in their inputs, the function \( R_w[\bq, \bv](\bs, \ba) \) is linear in \( \bq(\bs, \ba) \) and \( \theta \). This implies that for any \( \alpha \in [0,1] \) and for any two vectors of local Q values \( \bq^1, \bq^2 \), we have:
\[
\alpha R_w[\bq^1, \bv](\bs, \ba) + (1-\alpha) R_w[\bq^2, \bv](\bs, \ba) = R_w[\alpha\bq^1 + (1-\alpha)\bq^2, \bv](\bs, \ba).
\]",2501.18944,Missing Proofs
3102228,11,"Overall, the training objective function, under the described mixing architecture, can be now expressed as follows:
 \begin{align}
     \cL(\bq,\bv,w) =&  \sum\nolimits_{(\sigma_1,\sigma_2)\in \cP} \sum\nolimits_{(\bs,\ba) \in\sigma_1}    R_w[\bq,\bv](\bs,\ba) \nonumber \\
   & - \log\big(e^{\sum\nolimits_{ \sigma_1}   R_w[\bq,\bv](\bs,\ba)}+ e^{\sum\nolimits_{ \sigma_2}   R_w[\bq,\bv](\bs,\ba)}\big) \nonumber \\
   &+ \phi(R_w[\bq,\bv](\bs,\ba))\nonumber
 \end{align}\begin{align}
     \cL(\bq,\bv,w) =&  \sum\nolimits_{(\sigma_1,\sigma_2)\in \cP} \sum\nolimits_{(\bs,\ba) \in\sigma_1}    R_w[\bq,\bv](\bs,\ba) \nonumber \\
   & - \log\big(e^{\sum\nolimits_{ \sigma_1}   R_w[\bq,\bv](\bs,\ba)}+ e^{\sum\nolimits_{ \sigma_2}   R_w[\bq,\bv](\bs,\ba)}\big) \nonumber \\
   &+ \phi(R_w[\bq,\bv](\bs,\ba))\nonumber
 \end{align}
     \cL(\bq,\bv,w) =&  \sum\nolimits_{(\sigma_1,\sigma_2)\in \cP}(\sigma_1,\sigma_2)\in \cP \sum\nolimits_{(\bs,\ba) \in\sigma_1}(\bs,\ba) \in\sigma_1    R_w[\bq,\bv](\bs,\ba) \nonumber \\
   & - \log\big(e^{\sum\nolimits_{ \sigma_1}   R_w[\bq,\bv](\bs,\ba)}\sum\nolimits_{ \sigma_1} \sigma_1   R_w[\bq,\bv](\bs,\ba)+ e^{\sum\nolimits_{ \sigma_2}   R_w[\bq,\bv](\bs,\ba)}\sum\nolimits_{ \sigma_2} \sigma_2   R_w[\bq,\bv](\bs,\ba)\big) \nonumber \\
   &+ \phi(R_w[\bq,\bv](\bs,\ba))\nonumber
 
where $\phi(\cdot)$\phi(\cdot) is a concave regularization function  used  to prevent unbounded reward functions. In our experiments we choose a $\chi^2$\chi^2regularizer  of the form $\phi(x) = -\frac{1}{2}x^2+x$\phi(x) = -\frac{1}{2}x^2+x, which is also a commonly used  regularizer in prior works.",2501.18944,Multi-agent Preference-based RL (PbRL)
3102381,12,"The OpenAI Batch API \cite{openai_api_pricing} was employed to submit these prompts to GPT-4o, and the associated token usage and costs are summarized in Table \ref{tab:api_cost}. The total cost for generating LLM-based annotations across all tasks was approximately \$42, with each dataset containing 2,000 trajectory pairs. While this approach is effective, it becomes costly when scaling to larger datasets or additional tasks.",2501.18944,Additional Details
3102289,12,"Now consider the term \( \phi(R_w[\bq, \bv](\bs, \ba)) \). Since \( \phi \) is concave, we have the following inequality for any \( \alpha \in (0,1) \) and two vectors \( \bq^1, \bq^2 \):
\begin{align}
    \alpha \phi(R_w[\bq^1, \bv](\bs, \ba)) + (1-\alpha)\phi(R_w[\bq^2, \bv](\bs, \ba)) &\leq \phi\big(\alpha R_w[\bq^1, \bv](\bs, \ba) + (1-\alpha)R_w[\bq^2, \bv](\bs, \ba)\big) \nonumber \\
    &\leq \phi\big(R_w[\alpha\bq^1 + (1-\alpha)\bq^2, \bv](\bs, \ba)\big),
\end{align}
which implies the concavity of \( \phi(R_w[\bq, \bv](\bs, \ba)) \) in \( \bq \).",2501.18944,Missing Proofs
3102229,12,"It is important to note that \( Q_{\text{tot}} \) Q_{\text{tot}}\text{tot}  and \( V_{\text{tot}} \) V_{\text{tot}}\text{tot}  must satisfy the Bellman operator, meaning that \( V_{\text{tot}} \) V_{\text{tot}}\text{tot}  needs to be the log-sum-exp of \( Q_{\text{tot}} \) Q_{\text{tot}}\text{tot} . To achieve this, we train \( \mathcal{M}_w[\mathbf{v}(\mathbf{s})] \) \mathcal{M}_w[\mathbf{v}(\mathbf{s})]   (or $V_{tot}$V_{tot}tot) to approximate the log-sum-exp formulation:
\[
V_{tot} (\bs) = \beta\log\Big(\sum\nolimits_{\mathbf{a} \in \cA} \mu_{\text{tot}}(\mathbf{a} | \mathbf{s}) e^{Q_{tot}(\bs,\ba) / \beta}\Big),
\]
V_{tot}tot (\bs) = \beta\log\Big(\sum\nolimits_{\mathbf{a} \in \cA}\mathbf{a} \in \cA \mu_{\text{tot}}\text{tot}(\mathbf{a} | \mathbf{s}) e^{Q_{tot}(\bs,\ba) / \beta}Q_{tot}tot(\bs,\ba) / \beta\Big),",2501.18944,Multi-agent Preference-based RL (PbRL)
3102382,13,"It is important to note that this method is particularly suited for environments like SMACv1 and SMACv2, where trajectory states provide meaningful and interpretable information. However, the approach has limitations in environments such as MaMujoco, which lack detailed trajectory state information. In MaMujoco tasks, the trajectory states do not include interpretable metrics like health points or agent-specific details, making it infeasible to construct meaningful prompts for LLMs. As a result, only rule-based methods were used to generate preference labels for MaMujoco datasets.",2501.18944,Additional Details
3102290,13,"For the term \( \log\left(e^{\sum_{\sigma_1} R_w[\bq, \bv](\bs, \ba)} + e^{\sum_{\sigma_2} R_w[\bq, \bv](\bs, \ba)}\right) \), we note the following. First:
\[
 \alpha \sum_{\sigma} R_w[\bq^1, \bv](\bs, \ba) + (1-\alpha)\sum_{\sigma} R_w[\bq^2, \bv](\bs, \ba) = \sum_{\sigma} R_w[\alpha\bq^1 + (1-\alpha)\bq^2, \bv](\bs, \ba),
 \]
for any trajectory \( \sigma \). Moreover, since the log-sum-exp function \( \log(e^{t_1} + e^{t_2}) \) is convex in \( (t_1, t_2) \), we also have the following inequalities for any \( \alpha \in (0,1) \) and two vectors \( \bq^1, \bq^2 \):
\begin{align}
    &\alpha \log\left(e^{\sum_{\sigma_1} R_w[\bq^1, \bv](\bs, \ba)} + e^{\sum_{\sigma_2} R_w[\bq^1, \bv](\bs, \ba)}\right) 
    + (1-\alpha)\log\left(e^{\sum_{\sigma_1} R_w[\bq^2, \bv](\bs, \ba)} + e^{\sum_{\sigma_2} R_w[\bq^2, \bv](\bs, \ba)}\right) \nonumber \\
    &\leq \log\left(e^{\alpha\sum_{\sigma_1} R_w[\bq^1, \bv](\bs, \ba) + (1-\alpha)\sum_{\sigma_1} R_w[\bq^2, \bv](\bs, \ba)} 
    + e^{\alpha\sum_{\sigma_2} R_w[\bq^1, \bv](\bs, \ba) + (1-\alpha)\sum_{\sigma_2} R_w[\bq^2, \bv](\bs, \ba)}\right) \nonumber \\
    &= \log\left(e^{R_w[\alpha\bq^1 + (1-\alpha)\bq^2, \bv](\bs, \ba)} + e^{R_w[\alpha\bq^1 + (1-\alpha)\bq^2, \bv](\bs, \ba)}\right), \nonumber
\end{align}
which implies that \( \log\left(e^{\sum_{\sigma_1} R_w[\bq, \bv](\bs, \ba)} + e^{\sum_{\sigma_2} R_w[\bq, \bv](\bs, \ba)}\right) \) is convex in \( \bq \).",2501.18944,Missing Proofs
3102230,13,"However, this can become computationally impractical in certain scenarios, such as environments with continuous action spaces. To address this, Extreme Q-Learning (XQL) \citep{garg2023extreme} provides an efficient method to update the \( V \) V -function. Specifically, we define the \textit{extreme-V loss objective} under our mixing framework as follows:
\begin{align}
    \mathcal{J}(\mathbf{v}) &= \mathbb{E}_{(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}} \left[ e^{\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta}} \right] \nonumber\\
&- \mathbb{E}_{(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}} \Big[\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta} \Big] - 1.\nonumber
\end{align}\begin{align}
    \mathcal{J}(\mathbf{v}) &= \mathbb{E}_{(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}} \left[ e^{\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta}} \right] \nonumber\\
&- \mathbb{E}_{(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}} \Big[\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta} \Big] - 1.\nonumber
\end{align}
    \mathcal{J}(\mathbf{v}) &= \mathbb{E}_{(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}}(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}\text{tot} \left[ e^{\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta}}\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta} \right] \nonumber\\
&- \mathbb{E}_{(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}}(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}\text{tot} \Big[\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta} \Big] - 1.\nonumber",2501.18944,Multi-agent Preference-based RL (PbRL)
3102383,14,"This limitation highlights a broader challenge of the DPM approach \citep{kang2024dpm}: it relies on the availability of meaningful final state information, which restricts its applicability to specific environments. It is less suitable for long-horizon transitions or environments with image-based observations, where extracting detailed and interpretable state information is either infeasible or computationally expensive.",2501.18944,Additional Details
3102291,14,"Putting all the above together, we see that \( \mathcal{L}(\bq, \bv, w) \) is concave in \( \bq \).",2501.18944,Missing Proofs
3102231,14,"Minimizing \( \mathcal{J}(\mathbf{v}) \) \mathcal{J}(\mathbf{v})  over \( \mathbf{v} \) \mathbf{v}  ensures that \( \mathcal{M}_w[\mathbf{v}(\mathbf{s})] \) \mathcal{M}_w[\mathbf{v}(\mathbf{s})]  converges to the log-sum-exp value \citep{garg2023extreme}:
\[
\mathcal{M}_w[\mathbf{v}(\mathbf{s})] = \beta\log\Big(\sum\nolimits_{\mathbf{a} \in \cA} \mu_{\text{tot}}(\mathbf{a} | \mathbf{s}) e^{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] / \beta}\Big).
\]
\mathcal{M}_w[\mathbf{v}(\mathbf{s})] = \beta\log\Big(\sum\nolimits_{\mathbf{a} \in \cA}\mathbf{a} \in \cA \mu_{\text{tot}}\text{tot}(\mathbf{a} | \mathbf{s}) e^{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] / \beta}\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] / \beta\Big).",2501.18944,Multi-agent Preference-based RL (PbRL)
3102384,15,"\caption{GPT-4o API costs}
\label{tab:api_cost}",2501.18944,Additional Details
3102292,15,"Finally, since the mixing networks are linear in \( \bq \) and \( w \), a similar argument shows that \( \mathcal{L}(\bq, \bv, w) \) is also concave in \( w \).",2501.18944,Missing Proofs
3102232,15,"Following this approach,  training the local functions \( \mathbf{q} \) \mathbf{q}  and \( \mathbf{v} \) \mathbf{v}  can proceed through the following alternating updates:
\begin{itemize}
    \item \textbf{Update \( \mathbf{q} \)}, $w$: Maximize \( \mathcal{L}(\mathbf{q}, \mathbf{v}, w) \), the likelihood objective for preference learning.
    \item \textbf{Update \( \mathbf{v} \)}: Minimize the extreme-V loss \( \mathcal{J}(\mathbf{v}) \) to enforce consistency with the log-sum-exp equation.
\end{itemize}\begin{itemize}
    \item \textbf{Update \( \mathbf{q} \)}, $w$: Maximize \( \mathcal{L}(\mathbf{q}, \mathbf{v}, w) \), the likelihood objective for preference learning.
    \item \textbf{Update \( \mathbf{v} \)}: Minimize the extreme-V loss \( \mathcal{J}(\mathbf{v}) \) to enforce consistency with the log-sum-exp equation.
\end{itemize}
    \item \textbf{Update \( \mathbf{q} \)}, $w$w: Maximize \( \mathcal{L}(\mathbf{q}, \mathbf{v}, w) \) \mathcal{L}(\mathbf{q}, \mathbf{v}, w) , the likelihood objective for preference learning.
    \item \textbf{Update \( \mathbf{v} \)}: Minimize the extreme-V loss \( \mathcal{J}(\mathbf{v}) \) \mathcal{J}(\mathbf{v})  to enforce consistency with the log-sum-exp equation.",2501.18944,Multi-agent Preference-based RL (PbRL)
3102385,16,The basic information for the evaluation is as follows.,2501.18944,Additional Details
3102293,16,"For the convexity of the extreme-V function \( \mathcal{J}(\mathbf{v}) \), we rewrite the function as:
\begin{align}
    \mathcal{J}(\mathbf{v}) = \mathbb{E}_{(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}} \left[ e^{\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta}} \right]
    - \mathbb{E}_{(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}} \left[\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta} \right] - 1. \nonumber
\end{align}",2501.18944,Missing Proofs
3102233,16,"The following proposition shows that the learning objective functions under our mixing architectures possess appealing properties, which contribute to stable and robust training.",2501.18944,Multi-agent Preference-based RL (PbRL)
3102386,17,"- Scenario : 5m_vs_6m
- Allied Team Agent Configuration : five Marines(Marines are ranged units in StarCraft 2).
- Enemy Team Agent Configuration : six Marines(Marines are ranged units in StarCraft 2).
- Situation Description : The situation involves the allied team and the enemy team engaging in combat, where victory is achieved by defeating all the enemies.
- Objective : Defeat all enemy agents while ensuring as many allied agents as possible survive.
* Important Notice : You should prefer the trajectory where our allies' health is preserved while significantly reducing the enemy's health. In similar situations, you should prefer shorter trajectory lengths.",2501.18944,Additional Details
3102294,17,"Since the mixing network \( \mathcal{M}_{w}[\mathbf{v}] \) is linear in \( \mathbf{v} \), we can see that the term 
\[
\mathbb{E}_{(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}} \left[\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta} \right]
\]
is also linear in \( \mathbf{v} \).",2501.18944,Missing Proofs
3102234,17,"\begin{proposition}[Convexity]\label{prop:convex}
    The loss \( \mathcal{L}(\mathbf{q}, \mathbf{v}, w) \) is concave in \( \mathbf{q} \) and \( w \) (the parameters of the mixing networks), while the extreme-V loss function \( \mathcal{J}(\mathbf{v}) \) is convex in \( \mathbf{v} \).
\end{proposition}\begin{proposition}[Convexity]\label{prop:convex}
    The loss \( \mathcal{L}(\mathbf{q}, \mathbf{v}, w) \) is concave in \( \mathbf{q} \) and \( w \) (the parameters of the mixing networks), while the extreme-V loss function \( \mathcal{J}(\mathbf{v}) \) is convex in \( \mathbf{v} \).
\end{proposition}\label{prop:convex}
    The loss \( \mathcal{L}(\mathbf{q}, \mathbf{v}, w) \) \mathcal{L}(\mathbf{q}, \mathbf{v}, w)  is concave in \( \mathbf{q} \) \mathbf{q}  and \( w \) w  (the parameters of the mixing networks), while the extreme-V loss function \( \mathcal{J}(\mathbf{v}) \) \mathcal{J}(\mathbf{v})  is convex in \( \mathbf{v} \) \mathbf{v} .",2501.18944,Multi-agent Preference-based RL (PbRL)
3102387,18,"I will provide you with two trajectories, and you should select the better trajectory based on the outcomes of these trajectories. Regarding the trajectory, it will inform you about the final states, and you should select the better case based on these two trajectories.",2501.18944,Additional Details
3102295,18,"Moreover, the exponential function \( e^x \) is always convex in \( x \). Thus, in a similar way as shown above, we can prove that",2501.18944,Missing Proofs
3102235,18,"Given that the objective is to maximize the likelihood function \( \mathcal{L}(\mathbf{q}, \mathbf{v}, w) \) \mathcal{L}(\mathbf{q}, \mathbf{v}, w)  and minimize the extreme-V function \( \mathcal{J}(\mathbf{v}) \) \mathcal{J}(\mathbf{v}) , the concavity of \( \mathcal{L} \) \mathcal{L}  in \( \mathbf{q} \) \mathbf{q}  and \( w \) w , and the convexity of \( \mathcal{J} \) \mathcal{J}  in \( \mathbf{v} \) \mathbf{v} , guarantees unique convergence (theoretically) within the $\bq$\bq and $\bv$\bv spaces,  ensures a stable training process in practice.",2501.18944,Multi-agent Preference-based RL (PbRL)
3102388,19,"[Trajectory 1]
1. Final State Information
    1) Allied Agents Health : 0.000, 0.000, 0.067, 0.067, 0.000
    2) Enemy Agents Health : 0.000, 0.000, 0.000, 0.000, 0.000, 0.040
    3) Number of Allied Deaths : 3
    4) Number of Enemy Deaths : 5
    5) Total Remaining Health of Allies : 0.133
    6) Total Remaining Health of Enemies : 0.040
2. Total Number of Steps : 28",2501.18944,Additional Details
3102296,19,"$e^{\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta}}
$
is convex in \( \mathbf{v} \). All these observations imply that \( \mathcal{J}(\mathbf{v}) \) is convex in \( \mathbf{v} \), as desired.
\end{proof}
 We first recall that the preference-based loss function has the following form:",2501.18944,Missing Proofs
3102236,19,"It is important to note that convexity is guaranteed only under single-layer mixing structures, where \( \mathcal{M}_w[\cdot] \) \mathcal{M}_w[\cdot]  is linear in its inputs. This result is formalized below:",2501.18944,Multi-agent Preference-based RL (PbRL)
3102389,20,"[Trajectory 2]
1. Final State Information
    1) Allied Agents Health : 0.000, 0.000, 0.000, 0.000, 0.000
    2) Enemy Agents Health : 0.120, 0.000, 0.000, 0.000, 0.000, 0.200
    3) Number of Allied Deaths : 5
    4) Number of Enemy Deaths : 4
    5) Total Remaining Health of Allies : 0.000
    6) Total Remaining Health of Enemies : 0.320
2. Total Number of Steps : 23",2501.18944,Additional Details
3102297,20,"\mathcal{L}(\bq, \bv, w) = \sum_{(\sigma_1, \sigma_2) \in \mathcal{P}}(\sigma_1, \sigma_2) \in \mathcal{P} \sum_{(\bs, \ba) \in \sigma_1}(\bs, \ba) \in \sigma_1 R_w[\bq, \bv](\bs, \ba) 
    - \log\left(e^{\sum_{\sigma_1} R_w[\bq, \bv](\bs, \ba)}\sum_{\sigma_1}\sigma_1 R_w[\bq, \bv](\bs, \ba) + e^{\sum_{\sigma_2} R_w[\bq, \bv](\bs, \ba)}\sum_{\sigma_2}\sigma_2 R_w[\bq, \bv](\bs, \ba)\right) 
    + \phi(R_w[\bq, \bv](\bs, \ba)). \nonumber",2501.18944,Missing Proofs
3102237,20,"\begin{proposition}[Non-convexity under two-layer mixing networks]
\label{prop:non-convex}
    If the mixing networks \( \mathcal{M}_w[\mathbf{q}] \) and \( \mathcal{M}_w[\mathbf{v}] \) are two-layer (or multi-layer) feed-forward networks, the preference-based loss function \( \mathcal{L}(\mathbf{q}, \mathbf{v}, w) \) is no longer concave in  \( \mathbf{q} \) or \( w \), and the extreme-V loss function \( \mathcal{J}(\mathbf{v}) \) is \textbf{not} convex in \( \mathbf{v} \).
\end{proposition}\begin{proposition}[Non-convexity under two-layer mixing networks]
\label{prop:non-convex}
    If the mixing networks \( \mathcal{M}_w[\mathbf{q}] \) and \( \mathcal{M}_w[\mathbf{v}] \) are two-layer (or multi-layer) feed-forward networks, the preference-based loss function \( \mathcal{L}(\mathbf{q}, \mathbf{v}, w) \) is no longer concave in  \( \mathbf{q} \) or \( w \), and the extreme-V loss function \( \mathcal{J}(\mathbf{v}) \) is \textbf{not} convex in \( \mathbf{v} \).
\end{proposition}
\label{prop:non-convex}
    If the mixing networks \( \mathcal{M}_w[\mathbf{q}] \) \mathcal{M}_w[\mathbf{q}]  and \( \mathcal{M}_w[\mathbf{v}] \) \mathcal{M}_w[\mathbf{v}]  are two-layer (or multi-layer) feed-forward networks, the preference-based loss function \( \mathcal{L}(\mathbf{q}, \mathbf{v}, w) \) \mathcal{L}(\mathbf{q}, \mathbf{v}, w)  is no longer concave in  \( \mathbf{q} \) \mathbf{q}  or \( w \) w , and the extreme-V loss function \( \mathcal{J}(\mathbf{v}) \) \mathcal{J}(\mathbf{v})  is \textbf{not} convex in \( \mathbf{v} \) \mathbf{v} .",2501.18944,Multi-agent Preference-based RL (PbRL)
3102390,21,"Your task is to inform which one is better between [Trajectory1] and [Trajectory2] based on the information mentioned above. For example, if [Trajectory 1] seems better, output #1, and if [Trajectory 2] seems better, output #2. If it's difficult to judge or they seem similar, please output #0.
* Important : Generally, it is considered better when fewer allied agents are killed or injured while inflicting more damage on the enemy.",2501.18944,Additional Details
3102298,21,"We observe that under the assumption that the mixing networks are linear in their inputs, the function \( R_w[\bq, \bv](\bs, \ba) \) R_w[\bq, \bv](\bs, \ba)  is linear in \( \bq(\bs, \ba) \) \bq(\bs, \ba)  and \( \theta \) \theta . This implies that for any \( \alpha \in [0,1] \) \alpha \in [0,1]  and for any two vectors of local Q values \( \bq^1, \bq^2 \) \bq^1, \bq^2 , we have:
\[
\alpha R_w[\bq^1, \bv](\bs, \ba) + (1-\alpha) R_w[\bq^2, \bv](\bs, \ba) = R_w[\alpha\bq^1 + (1-\alpha)\bq^2, \bv](\bs, \ba).
\]
\alpha R_w[\bq^1, \bv](\bs, \ba) + (1-\alpha) R_w[\bq^2, \bv](\bs, \ba) = R_w[\alpha\bq^1 + (1-\alpha)\bq^2, \bv](\bs, \ba).",2501.18944,Missing Proofs
3102238,21,"While two-layer feed-forward mixing networks have been employed in several prior online MARL works, single-layer mixing networks (i.e., linear combinations) have been favored in recent offline MARL works \citep{wang2024offline_OMIGA,bui2025comadice}. It was demonstrated that using a two-layer network can lead to over-fitting issues, resulting in worse performance compared to their single-layer counterparts~\citep{bui2025comadice}. The results in Prop.~\ref{prop:non-convex}  further suggest that, in offline preference-based learning, a single-layer setup is more efficient and better suited to achieve robust and stable performance.",2501.18944,Multi-agent Preference-based RL (PbRL)
3102391,22,"Omit detailed explanations and just provide the answer.
\end{lstlisting}
\end{tcolorbox}
\caption{Sample prompt to generate preference data in SMAC environments.}
\label{tab:sample_prompt}
\end{table}
\centering
[colback=gray!4, colframe=black, sharp corners, title=Prompt]",2501.18944,Additional Details
3102299,22,"Now consider the term \( \phi(R_w[\bq, \bv](\bs, \ba)) \) \phi(R_w[\bq, \bv](\bs, \ba)) . Since \( \phi \) \phi  is concave, we have the following inequality for any \( \alpha \in (0,1) \) \alpha \in (0,1)  and two vectors \( \bq^1, \bq^2 \) \bq^1, \bq^2 :",2501.18944,Missing Proofs
3102239,22,\subsection{Local Policy Extraction},2501.18944,Multi-agent Preference-based RL (PbRL)
3102392,23,"You are a helpful and honest judge of good game playing and progress in the StarCraft Multi-Agent Challenge game. Always answer as helpfully as possible, while being truthful.
If you don't know the answer to a question, please don't share false information.
I'm looking to have you evaluate a scenario in the StarCraft Multi-Agent Challenge. Your role will be to assess how much the actions taken by multiple agents in a given situation have contributed to achieving victory.",2501.18944,Additional Details
3102300,23,"\alpha \phi(R_w[\bq^1, \bv](\bs, \ba)) + (1-\alpha)\phi(R_w[\bq^2, \bv](\bs, \ba)) &\leq \phi\big(\alpha R_w[\bq^1, \bv](\bs, \ba) + (1-\alpha)R_w[\bq^2, \bv](\bs, \ba)\big) \nonumber \\
    &\leq \phi\big(R_w[\alpha\bq^1 + (1-\alpha)\bq^2, \bv](\bs, \ba)\big),",2501.18944,Missing Proofs
3102240,23,"\paragraph{Simple local-value-based extraction approach.}Simple local-value-based extraction approach.
Globally optimal policies can be extracted from \( Q_{\text{tot}} \) Q_{\text{tot}}\text{tot}  and \( V_{\text{tot}} \) V_{\text{tot}}\text{tot}  based on \eqref{eq:maxent-soft-policy}. For decentralized execution, local policies can be derived from local values similarly \citep{wang2024offline_OMIGA}:
\begin{equation}\label{eq:local-policy-q-v}\small
     \pi^*_i(a_i|s_i) = \mu_i(a_i|s_i) \exp\Big(\frac{w^q_i q_i(s_i, a_i) - w^v_i v_i(s_i)}{\beta}\Big),
\end{equation}\begin{equation}\label{eq:local-policy-q-v}\small
     \pi^*_i(a_i|s_i) = \mu_i(a_i|s_i) \exp\Big(\frac{w^q_i q_i(s_i, a_i) - w^v_i v_i(s_i)}{\beta}\Big),
\end{equation}\label{eq:local-policy-q-v}\small
     \pi^*_i(a_i|s_i) = \mu_i(a_i|s_i) \exp\Big(\frac{w^q_i q_i(s_i, a_i) - w^v_i v_i(s_i)}{\beta}\Big),",2501.18944,Multi-agent Preference-based RL (PbRL)
3102393,24,The basic information for the evaluation is as follows.,2501.18944,Additional Details
3102301,24,"which implies the concavity of \( \phi(R_w[\bq, \bv](\bs, \ba)) \) \phi(R_w[\bq, \bv](\bs, \ba))  in \( \bq \) \bq .",2501.18944,Missing Proofs
