id,paragraph_id,paper_section,paper_arxiv_id,reference_label,reference_type
6871543,4,Result and Analysis,2406.00654v1,table2,table
6871566,2,Problem Formulation,2410.01281v2,tab:stat_test_data,table
6870378,40,Proofs Omitted from Section~,2410.02275v1,lem:transition,table
6871592,29,Proposed Model,2410.01281v2,tab:ablation_injection_1,table
6871547,5,Result and Analysis,2406.00654v1,table3,table
6870379,40,Proofs Omitted from Section~,2410.02275v1,lem:lagrangian,table
6871557,0,Experimental Details for Emotional TTS,2406.00654v1,emotion,table
6871599,3,Experiments,2410.01281v2,tab:stat_test_data,table
6871560,0,Experimental Details for Emotional TTS,2406.00654v1,table4,table
6870383,40,Proofs Omitted from Section~,2410.02275v1,lem:transition,table
6871562,3,Introduction,2410.01281v2,tab:method_compare,table
6871607,38,Experiments,2410.01281v2,tab:masked_prediction_big,table
6870385,41,Proofs Omitted from Section~,2410.02275v1,thm:regret,table
6871609,38,Experiments,2410.01281v2,tab:masked_prediction_trial3,table
6871716,11, Axiomatic Training For  Transitivity Axiom,2407.07612v2,tab:simple_complex_linear,table
6871717,11, Axiomatic Training For  Transitivity Axiom,2407.07612v2,tab:branching_full,table
6871723,4,Axiomatic Training for D-Separation Rule,2407.07612v2,tab:dsep_performance_complex_linear,table
6871725,4,Axiomatic Training for D-Separation Rule,2407.07612v2,tab:branching_dsep_comparison,table
6870387,41,Proofs Omitted from Section~,2410.02275v1,lem:transition,table
6871729,1,Evaluating on complex tasks with axiomatic finetuning,2407.07612v2,fig:clear_results,table
6871734,1,Transitivity Axioms,2407.07612v2,tab:simple_complex_linear,table
6871738,4,Transitivity Axioms,2407.07612v2,tab:simple_complex_linear,table
6871743,4,Transitivity Axioms,2407.07612v2,tab:branching,table
6871761,1,Related Works,2503.02989v1,tab:related,table
6871618,41,Experiments,2410.01281v2,tab:anomaly_detection,table
6871623,52,Experiments,2410.01281v2,appendix:tab:uc_train_data_relation,table
6870391,41,Proofs Omitted from Section~,2410.02275v1,lem:transition,table
6871637,1,Related Work,2410.01281v2,tab:method_compare,table
6871737,8,EXPERIMENTS,2402.13410v1,tab:accs_phi,table
6870395,41,Proofs Omitted from Section~,2410.02275v1,lem:transition,table
6871739,9,EXPERIMENTS,2402.13410v1,tab:accs_phi,table
6871643,5,Using Uncertainty  for Anomaly Scoring,2410.01281v2,tab:ablation_injection_1,table
6870401,41,Proofs Omitted from Section~,2410.02275v1,lem:transition,table
6871645,5,Using Uncertainty  for Anomaly Scoring,2410.01281v2,tab:ablation_injection_1,table
6871742,11,EXPERIMENTS,2402.13410v1,tab:sample_prior,table
6870402,41,Proofs Omitted from Section~,2410.02275v1,thm:regret,table
6871744,11,EXPERIMENTS,2402.13410v1,tab:accs_phi,table
6871649,5,Using Uncertainty  for Anomaly Scoring,2410.01281v2,tab:ablation_injection_1,table
6870404,41,Proofs Omitted from Section~,2410.02275v1,lem:transition,table
6871651,5,Using Uncertainty  for Anomaly Scoring,2410.01281v2,tab:ablation_injection_1,table
6871746,13,EXPERIMENTS,2402.13410v1,tab:sample_prior,table
6870408,41,Proofs Omitted from Section~,2410.02275v1,lem:transition,table
6871752,17,EXPERIMENTS,2402.13410v1,tab:accs_phi,table
6871652,5,Data Details,2410.01281v2,tab:stat_test_data,table
6871928,5,Dr. DPO: Toward Pairwise Robustness,2407.07880v2,thm:DRDPO_bound,table
6871654,5,Data Details,2410.01281v2,tab:stat_test_data,table
6871656,10,Details on Masked Prediction,2410.01281v2,tab:masked_prediction_trial3,table
6871757,4,Additional Experiments,2402.13410v1,tab:sample_prior,table
6871762,11,Additional Experiments,2402.13410v1,tab:accs_phi_lag,table
6871657,10,Details on Masked Prediction,2410.01281v2,tab:masked_prediction_trial3,table
6871950,17,Experiments,2407.07880v2,table:kl_divergence,table
6871660,1,Details on Experiment Results,2410.01281v2,appendix:tab:uc_train_data_relation,table
6871764,3,Dataset Details,2402.13410v1,tab:pend_tab,table
6871767,7,Dataset Details,2402.13410v1,tab:mimic-demographics,table
6871951,17,Experiments,2407.07880v2,table:kl_divergence,table
6871788,0,Experiment Settings,2409.20158v1,tab:dataset,table
6871662,1,Details on Experiment Results,2410.01281v2,appendix:tab:uc_train_data_relation,table
6871953,18,Experiments,2407.07880v2,table:llama2-13b,table
6871681,0,Methodology,2501.17202v2,details_data,table
6871796,1,Experimental Results,2409.20158v1,tab:attack,table
6871962,3,Introduction,2502.15370v1,tab:main,table
6871797,2,Experimental Results,2409.20158v1,tab:rl,table
6871807,5,Experimental Results,2409.20158v1,tab:preprocess,table
6871819,1,Limitations,2409.20158v1,tab:diff_RL,table
6871684,0,Methodology,2501.17202v2,details_data,table
6871686,1,Methodology,2501.17202v2,details_data,table
6871691,0,Experimental Result,2501.17202v2,unseen,table
6871966,3,Introduction,2502.15370v1,tab:main,table
6871695,1,Experimental Result,2501.17202v2,details_data,table
6871702,7,Experimental Result,2501.17202v2,abtest,table
6871705,7,Experimental Result,2501.17202v2,swd,table
6871708,1,Data Generation Pipeline for SWD,2501.17202v2,swd,table
6871822,14,Implementation Details,2409.20158v1,tab:lstm,table
6871823,1,Attack Performance of Professor X,2409.20158v1,tab:diffpoirate,table
6871825,3,Attack Performance of Professor X,2409.20158v1,tab:hyper_beta,table
6871827,3,Attack Performance of Professor X,2409.20158v1,tab:hyper_gamma,table
6871997,37,Appendix of Proofs,2407.07880v2,thm:DRDPO_bound,table
6871829,6,Attack Performance of Professor X,2409.20158v1,tab:hyper_lambda,table
6872026,13,Appendix of Experiments,2407.07880v2,tab:win_rate_0.7,table
6872021,4,Appendix of Experiments,2407.07880v2,tab:temperature_comparison,table
6872102,48,Methodology,2402.09099v7,tab: sample,table
6871864,6,Analyzing DPO's Pointwise Robustness,2407.07880v2,eq_thm_1,table
6872030,18,WS-VidSGG with Natural Language Supervision,2502.15370v1,app_tab:ablation_without_negative,table
6871872,6,Analyzing DPO's Pointwise Robustness,2407.07880v2,eq_thm_1,table
6872057,12,Performance of Algorithm : Numerical Studies,2410.02123v1,table:Adv_ML_Cost_Compare,table
6872108,2,Introduction,2306.15909v6,tab:rl3strengths,table
6872164,1,Results,2306.15909v6,tab:results:bandits,table
6872261,1,Experiments,2410.05470v2,tab:watermark_bits,table
6872268,2,Experiments,2410.05470v2,exp: comprehensive_performance,table
6872270,6,Experiments,2410.05470v2,exp: comprehensive_performance,table
6872274,7,Experiments,2410.05470v2,exp: comprehensive_performance,table
6872286,7,Experiments,2410.05470v2,exp: comprehensive_performance,table
6872107,55,Methodology,2402.09099v7,tab: sample,table
6872109,55,Methodology,2402.09099v7,tab: sample,table
6872111,55,Methodology,2402.09099v7,tab: sample,table
6872034,18,WS-VidSGG with Natural Language Supervision,2502.15370v1,app_tab:different_dataset,table
6872217,3,Implementation details,2402.09099v7,table:interp,table
6872223,14,Implementation details,2402.09099v7,eq:4,table
6872230,14,Implementation details,2402.09099v7,eq:4,table
6872272,3,Ablations and Variants,2408.09310v3,t:lers_variants,table
6872081,11,Experiment,2502.15370v1,tab:video_text_exp,table
6872273,4,Ablations and Variants,2408.09310v3,t:ema_ablations,table
6872239,14,Implementation details,2402.09099v7,eq:4,table
6872320,6,Impact study,2402.09099v7,app:data,table
6872345,6,Additional results,2402.09099v7,table:radar1b,table
6872082,14,Experiment,2502.15370v1,app_tab:longer_video,table
6872348,6,Additional results,2402.09099v7,table:radar1_4b,table
6872349,9,Additional results,2402.09099v7,tab: sample,table
6872488,3,Experimental details,2310.00965v6,tab:hyper,table
6872318,3,Additional Experimental Results and Ablation Study,2410.05470v2,exp: semantic_spatial,table
6872321,4,Additional Experimental Results and Ablation Study,2410.05470v2,tab:generation_time,table
6872342,2,: Debiased LLM Alignment via Preference Feature Preservation,2506.11098v1,tab:featureset,table
6872276,6,Ablations and Variants,2408.09310v3,t:new_directions,table
6872112,2,Ablation Study of Prompt Designed for Coreference Resolution,2502.15370v1,app_tab:coreference,table
6872294,0,Evaluation Tables,2408.09310v3,t:eval_a,table
6872351,7,: Debiased LLM Alignment via Preference Feature Preservation,2506.11098v1,tab:ablation_scheduling,table
6872397,11,Experiments,2506.11098v1,tab:main_result,table
6872412,13,Experiments,2506.11098v1,tab:ablation_labeling,table
6872413,13,Experiments,2506.11098v1,tab:ablation_scheduling,table
6872416,13,Experiments,2506.11098v1,tab:ablation_labeling,table
6872419,13,Experiments,2506.11098v1,tab:ablation_scheduling,table
6872425,15,Experiments,2506.11098v1,tab:ablation_labeling,table
6872436,19,Experiments,2506.11098v1,tab:ablation_scheduling,table
6872455,0,Pre-defined Preference Feature Set,2506.11098v1,tab:featureset,table
6872458,3,Initial DPO Training Performance,2506.11098v1,tab:main_result,table
6872471,1,Baselines to Reduce Length Bias during Alignment,2506.11098v1,tab:length_penality_appendix_iter_1,table
6872473,1,Baselines to Reduce Length Bias during Alignment,2506.11098v1,tab:length_penality_appendix_iter_1,table
6872480,2,Baselines to Reduce Length Bias during Alignment,2506.11098v1,tab:length_penality_appendix_iter_1,table
6872115,2,Experiment on the VidHOI dataset,2502.15370v1,app_tab:different_dataset,table
6872533,4,Additional Results and Analyses,2506.11098v1,tab:acc_feature,table
6872537,6,Additional Results and Analyses,2506.11098v1,tab:rebuttal_variance,table
6872297,0,Evaluation Tables,2408.09310v3,t:eval_a_loss,table
6872120,3,Replacing ChatGPT and DAC with other models,2502.15370v1,app_tab:foundation,table
6872299,0,Evaluation Tables,2408.09310v3,t:eval_a_head,table
6872532,0,Proof,2409.02908v6,proposition:elbo,table
6872122,6,Replacing ChatGPT and DAC with other models,2502.15370v1,app_tab:foundation,table
6872660,6,Experimental Results,2406.00894v1,table:finetune,table
6872302,0,Evaluation Tables,2408.09310v3,t:eval_a_head_loss,table
6872128,2,Experiment for Different Scene Graph Parsing Approach,2502.15370v1,app_tab:scene_graph_parsing,table
6872304,0,Evaluation Tables,2408.09310v3,t:eval_b,table
6872661,9,Experimental Results,2406.00894v1,table:mad_hybrids,table
6872132,1,Experiment for Integration of Dynamic Relationships into RLIP,2502.15370v1,app_tab:rlip,table
6872664,11,Experimental Results,2406.00894v1,table:lra,table
6872667,13,Experimental Results,2406.00894v1,table:mad_nonhybrids,table
6872306,0,Evaluation Tables,2408.09310v3,t:eval_b_loss,table
6872310,0,Evaluation Tables,2408.09310v3,t:eval_c,table
6872142,2,Ablation Studies on the AG dataset without negative classes,2502.15370v1,app_tab:ablation_without_negative,table
6872313,0,Evaluation Tables,2408.09310v3,t:eval_c_loss,table
6872668,16,Experimental Results,2406.00894v1,table:lra,table
6872150,1,Details of Expanded Action Classes,2502.15370v1,app_tab:detail_expanded_cls,table
6872671,16,Experimental Results,2406.00894v1,table:lra,table
6872316,0,Evaluation Tables,2408.09310v3,t:eval_d,table
6872152,2,Cost for Utilization of a Large Language Model,2502.15370v1,app_tab:cost_llm,table
6872319,0,Evaluation Tables,2408.09310v3,t:eval_d_loss,table
6872677,0,Ablations,2406.00894v1,table:nas_search_ablation,table
6872155,0,Experiment for Different Clustering in the ADV module,2502.15370v1,app_tab:different_clustering,table
6872678,0,Additional MAD results,2406.00894v1,table:mad_hybrids_ext,table
6872322,0,Evaluation Tables,2408.09310v3,t:eval_e,table
6872165,0,Experiment Combining weakly supervised and fully supervised datasets,2502.15370v1,app_tab:finetune_model,table
6872324,0,Evaluation Tables,2408.09310v3,t:eval_e_loss,table
6872680,0,Additional Pathfinder Results,2406.00894v1,table:pathx,table
6872187,6,Experiments,2404.05825v1,tab:prompt_query,table
6872577,4,Experiments,2410.16714v3,tab:cost_eval,table
6872579,4,Experiments,2410.16714v3,tab:gpt_eval,table
6872600,11,Experiments,2410.16714v3,tab:leaderboard,table
6872399,5,Experiment Details,2502.02922v3,tab:configurations,table
6872188,6,Experiments,2404.05825v1,tab:prompt_title,table
6872402,6,Experiment Details,2502.02922v3,tab:license,table
6872611,3,Details For Safety Alignment Experiments,2410.16714v3,tab:sp,table
6872615,0,Details For General Capability Alignment,2410.16714v3,tab:hyper_pref,table
6872617,2,Details For General Capability Alignment,2410.16714v3,tab:sft,table
6872619,3,Details For General Capability Alignment,2410.16714v3,tab:sp,table
6872190,0,Results,2404.05825v1,tab:contriever_results,table
6872624,2,Additional Results,2410.16714v3,tab:llama-rm-rewardbench,table
6872635,7,Additional Results,2410.16714v3,tab:cost_mpo_rt,table
6872992,9,Numerical Results,2412.14297v2,tbl:learning-results,table
6872497,20,Are MDMs Better than ARMs? A Critical Fault in Low-Precision Gumbel-Based Categorical Sampling,2409.02908v6,tab:fp,table
6872559,9,Additional Results and Analyses,2506.11098v1,tab:diverse_dataset,table
6872561,12,Additional Results and Analyses,2506.11098v1,tab:relabeling_hyper,table
6872564,14,Additional Results and Analyses,2506.11098v1,tab:distribution_change_relabeling,table
6872658,12,Applications,2411.04512v1,tab:autoencoder-table,table
6872672,17,Applications,2411.04512v1,tab:downtest,table
6872997,9,Numerical Results,2412.14297v2,tbl:tilde-learning-results,table
6872191,0,Results,2404.05825v1,tab:dragon_results,table
6873000,9,Numerical Results,2412.14297v2,tbl:learning-results,table
6873005,9,Numerical Results,2412.14297v2,tbl:tilde-learning-results,table
6873012,10,Numerical Results,2412.14297v2,tbl:learning-results,table
6872698,0,Downstream Task Analysis with the STS Dataset,2411.04512v1,tab:sts_results,table
6872700,0,Running Time and Reconstruction Loss for Autoencoder,2411.04512v1,tab:autoencoder-time-table,table
6872703,0,Autoencoder hyperparameters,2411.04512v1,tab:ae-params,table
6872705,0,GNN hyperparameters,2411.04512v1,tab:gnn-architectures,table
6872708,0,GNN metrics,2411.04512v1,tab:gnn-metrics,table
6872711,0,Datasets,2411.04512v1,tab:graph-dataset-stats,table
6872715,0,Datasets,2411.04512v1,tab:ae-dataset-stats,table
6872721,2,Ablation Study,2411.04512v1,tab:autoencoder-table-ablation,table
6872724,2,Ablation Study,2411.04512v1,tab:downtest_ablation,table
6872728,0,Visualizing the latent embeddings from Autoencoders,2411.04512v1,tab:autoencoder-table,table
6872756,6,Introduction,2412.14297v2,tav:summary,table
6872194,0,Results,2404.05825v1,tab:colbertv2_results,table
6873084,4, Results and Details,2502.12481v1,tab:real_world_orig,table
6872817,8,Empirical Investigation,2412.07188v1,table:overall,table
6872197,1,Ablation Studies,2404.05825v1,tab:contriever_ablation,table
6872835,0,Reproducibility,2412.07188v1,tab:hparams,table
6873088,10, Results and Details,2502.12481v1,tab:ablation_new,table
6872200,2,Ablation Studies,2404.05825v1,tab:dragon_ablation,table
6873091,14, Results and Details,2502.12481v1,tab:novel_objects,table
6872838,4,Reproducibility,2412.07188v1,tab:hparams,table
6872202,3,Ablation Studies,2404.05825v1,tab:colbertv2_ablation,table
6872904,0,Complimentary Results for Quantitative Performance Comparison in the Spectral Domain,2412.07188v1,table:lower-third,table
6873094,14, Results and Details,2502.12481v1,tab: tab:novel_object_queries,table
6872252,3,Experiments,2408.09310v3,t:lopt_compute,table
6873099,22, Results and Details,2502.12481v1,tab:main,table
6872907,0,Complimentary Results for Quantitative Performance Comparison in the Spectral Domain,2412.07188v1,table:middle-third,table
6873170,4,Experimental Details,2410.07933v2,table:hyp_rob1,table
6872908,0,Complimentary Results for Quantitative Performance Comparison in the Spectral Domain,2412.07188v1,table:upper-third,table
6873193,65,Experimental Details,2410.07933v2,tab:hyperSAC,table
6873121,1,Dataset Details,2502.12481v1,atab: calvin_states,table
6873196,65,Experimental Details,2410.07933v2,tab:hyperSAC,table
6872976,30,Method,2502.12481v1,tab:real_world,table
6873198,2,Further Experimental Results,2410.07933v2,tab:rob_comb,table
6873124,1,Dataset Details,2502.12481v1,atab:behavior_states,table
6873200,2,Further Experimental Results,2410.07933v2,tab:rob_comb,table
6873330,9,Agent Robustness Evaluation,2406.12814v3,table:asr-definitions,table
6872998,47,Method,2502.12481v1,tab:real_world_orig,table
6873341,2,Adversarial Robustness of Agents in VisualWebArena,2406.12814v3,tab:adversarial-goals,table
6873344,2,Adversarial Robustness of Agents in VisualWebArena,2406.12814v3,tab:all-adversarial-goals,table
6873349,2,Adversarial Robustness of Agents in VisualWebArena,2406.12814v3,tab:all-adversarial-goals,table
6873141,7,Sufficient Conditions for Securing Equal Share,2406.04201v2,prop:1,table
6873354,2,Adversarial Robustness of Agents in VisualWebArena,2406.12814v3,tab:all-adversarial-goals,table
6873363,10,Adversarial Robustness of Agents in VisualWebArena,2406.12814v3,tab:text-strings-captioner,table
6873407,7,Evaluating the robustness of agents on VWA-Adv,2406.12814v3,tab:when-embed-transfer,table
6873589,17,Evaluation,2405.16435v2,tab:tab6,table
6873001,50,Method,2502.12481v1,tab:ablation_new,table
6873549,7,Experiments,2407.09357v3,tab:main2,table
6873002,53,Method,2502.12481v1,tab:novel_objects,table
6873147,14,Sufficient Conditions for Securing Equal Share,2406.04201v2,prop:1,table
6873216,9,Experiments,2406.04201v2,tab:3mv,table
6873555,10,Experiments,2407.09357v3,tab:eff,table
6873374,8,Deep IWOCS,2410.06212v1,app:time,table
6873377,11,Deep IWOCS,2410.06212v1,table:worst_perf_normalized,table
6873006,53,Method,2502.12481v1,tab: tab:novel_object_queries,table
6873561,17,Experiments,2407.09357v3,tab:qm9_results,table
6873008,56,Method,2502.12481v1,tab:main,table
6873383,17,Deep IWOCS,2410.06212v1,table:mean_perf_norm,table
6873394,22,Deep IWOCS,2410.06212v1,table:worst_perf_normalized,table
6873397,23,Deep IWOCS,2410.06212v1,tab:worst-case-params-humanoid2,table
6873567,21,Experiments,2407.09357v3,tab:eff2chromo,table
6873406,24,Deep IWOCS,2410.06212v1,table:worst_perf_normalized,table
6873416,1,Notations,2410.06212v1,tab:notations,table
6873419,1,Notations,2410.06212v1,tab:notations,table
6873458,4,Soft Actor-Critic and CMA-ES hyperparameters,2410.06212v1,tab:sac_hparam,table
6873058,5,Results,2502.12481v1,tab:main,table
6873573,23,Experiments,2407.09357v3,tab:eff2,table
6873060,5,Results,2502.12481v1,tab:ood_breakdown,table
6873474,1,Sample budgets,2410.06212v1,table:worst_perf_normalized,table
6873477,1,Computational overhead due to IWOCS,2410.06212v1,tab:wallclock,table
6873485,1,Uncertainty sets in MuJoCo environments,2410.06212v1,tab:mujoco_uncertainty_params,table
6873461,1,Evaluation Details,2406.12814v3,tab:all-adversarial-goals,table
6873062,8,Results,2502.12481v1,tab:real_world,table
6873488,0,Soft Actor Critic baseline,2410.06212v1,tab:sac_baseline,table
6873470,9,Experimental Details,2406.12814v3,tab:text-strings-clip,table
6873471,9,Experimental Details,2406.12814v3,tab:text-strings-captioner,table
6873484,5,Additional Results,2406.12814v3,tab:when-embed-transfer,table
6873494,3,Introduction,2407.05649v5,sec:Conclusion,table
6873491,1,Worst-case paths,2410.06212v1,tab:worst-case-params-humanoid2,table
6873593,18,Evaluation,2405.16435v2,tab:tabgraphlrgb,table
6873504,18,Methods,2407.05649v5,table:rr_ablation_zinc,table
6873512,23,Methods,2407.05649v5,table:rr_ablation_zinc,table
6873493,1,Worst-case paths,2410.06212v1,tab:params_psi_2d,table
6873538,3,Experiments,2407.05649v5,table:rr_ablation_zinc,table
6873595,18,Evaluation,2405.16435v2,tab:tabgraphlrgb,table
6873541,3,Experiments,2407.05649v5,table:rr_ablation_zinc,table
6873542,4,Experiments,2407.05649v5,table:results,table
6873495,1,Worst-case paths,2410.06212v1,tab:params_psi_3d,table
6873597,19,Evaluation,2405.16435v2,tab:tablink,table
6873545,4,Experiments,2407.05649v5,table:results_lrgb,table
6873551,3,Conclusion,2407.05649v5,table:rr_ablation_zinc,table
6873601,19,Evaluation,2405.16435v2,tab:tablink,table
6873498,1,Worst-case paths,2410.06212v1,tab:worst-case-params-ant2,table
6873553,3,Conclusion,2407.05649v5,table:rr_ablation_pascal,table
6873556,0,Results on Heterophilic Graphs,2407.05649v5,table:results_roman_empire,table
6873586,1,Empirical results,2411.02796v2,supp:data,table
6873501,1,Worst-case paths,2410.06212v1,tab:worst-case-params-walker3,table
6873602,21,Evaluation,2405.16435v2,tab:tab2,table
6873596,5,Empirical results,2411.02796v2,tab:gene,table
6873600,5,Empirical results,2411.02796v2,tab:bio_histone,table
6873607,9,Empirical results,2411.02796v2,tab:satel,table
6873603,21,Evaluation,2405.16435v2,tab:tab2,table
6873505,1,Worst-case paths,2410.06212v1,tab:worst-case-params-humanoid2,table
6873609,11,Empirical results,2411.02796v2,tab:time,table
6873616,11,Empirical results,2411.02796v2,tab:time_series,table
6873624,12,Empirical results,2411.02796v2,tab:time,table
6873518,0,On the variance of the domain randomization policy,2410.06212v1,tab:worst_case_pi0,table
6873605,22,Evaluation,2405.16435v2,tab:tab1,table
6873634,13,Empirical results,2411.02796v2,tab:time_series,table
6873636,14,Empirical results,2411.02796v2,tab:time,table
6873648,6,Discussion,2411.02796v2,tab:compute,table
6873608,22,Evaluation,2405.16435v2,tab:tab1,table
6873521,0,On the variance of the domain randomization policy,2410.06212v1,tab:classic_iwocs_fixed_dr,table
6873650,6,Discussion,2411.02796v2,tab:compute,table
6873672,14,Discussion,2411.02796v2,tab:0shot_time_series_mse,table
6873675,14,Discussion,2411.02796v2,tab:0shot_time_series_mae,table
6873523,0,On the variance of the domain randomization policy,2410.06212v1,tab:classic_iwocs_fixed_dr,table
6873610,26,Evaluation,2405.16435v2,tab:tab3,table
6873679,2,Implementation details,2411.02796v2,tab:hp_search_space,table
6873686,2,Detailed results,2411.02796v2,tab:bio_histone,table
6873689,2,Detailed results,2411.02796v2,tab:bio_regulatory_rna,table
6873613,26,Evaluation,2405.16435v2,tab:linear-FT-tasks,table
6873527,0,On the variance of the domain randomization policy,2410.06212v1,table:worst_perf_normalized,table
6873691,5,Detailed results,2411.02796v2,tab:bio_regulatory_rna,table
6873694,5,Detailed results,2411.02796v2,tab:bio_histone,table
6873697,5,Detailed results,2411.02796v2,tab:bio_regulatory_rna,table
6873582,15,Evaluation,2405.16435v2,tab:tab4,table
6873614,26,Evaluation,2405.16435v2,tab:tab3,table
6873700,5,Detailed results,2411.02796v2,tab:bio_histone,table
6873703,6,Detailed results,2411.02796v2,tab:gena_bio_histone,table
6873706,6,Detailed results,2411.02796v2,tab:gena_bio_regulatory_rna,table
6873620,31,Evaluation,2405.16435v2,tab:tab11,table
6873584,15,Evaluation,2405.16435v2,tab:tab6,table
6873710,8,Detailed results,2411.02796v2,tab:gena_bio_histone,table
6873711,8,Detailed results,2411.02796v2,tab:gena_bio_regulatory_rna,table
6873715,10,Detailed results,2411.02796v2,tab:satellite,table
6873718,13,Detailed results,2411.02796v2,fig:exc,table
6873587,16,Evaluation,2405.16435v2,tab:tab4,table
6873637,33,Evaluation,2405.16435v2,tab:tab10,table
6873730,22,Detailed results,2411.02796v2,tab:time_series,table
6873733,22,Detailed results,2411.02796v2,tab:agg_ts_6ds,table
6873639,33,Evaluation,2405.16435v2,tab:tab10,table
6873741,0,Computational Costs,2411.02796v2,tab:compute,table
6873744,1,Subsampling experiments,2411.02796v2,tab:subsampling,table
6873757,3,Zero-shot Auto-AR,2411.02796v2,tab:0shot_time_series_mse,table
6873642,34,Evaluation,2405.16435v2,tab:tab9,table
6873758,3,Zero-shot Auto-AR,2411.02796v2,tab:0shot_time_series_mae,table
6873874,2,Theoretical supplements,2410.19631v4,lemma1,table
6873645,34,Evaluation,2405.16435v2,tab:tab9,table
6873876,8,Theoretical supplements,2410.19631v4,lemma1,table
6873685,2,Experiments,2409.04434v3,tab:tasks,table
6873941,21,Theoretical supplements,2410.19631v4,lemma1,table
6873961,2,Additional details on datasets and preprocessing,2410.19631v4,tab:atomic_energies,table
6873652,2,Related Works,2405.16435v2,tab:tab11,table
6873964,1,Hyperparameters and Implementation details,2410.19631v4,table:hyperparameters,table
6873977,1,Additional analysis,2410.19631v4,lemma1,table
6873887,14,Introduction,2501.04898v1,thm:main,table
6873678,1,Datasets and Experimental Details,2405.16435v2,tab:dataset,table
6873684,12,Datasets and Experimental Details,2405.16435v2,tab:parameter,table
6873707,10,Experiments,2409.04434v3,tab:tasks,table
6873902,16,Introduction,2501.04898v1,thm:main,table
6873687,14,Datasets and Experimental Details,2405.16435v2,tab:parameter,table
6873915,18,Introduction,2501.04898v1,thm:main,table
6873690,19,Datasets and Experimental Details,2405.16435v2,tab:parameter,table
6873930,21,Introduction,2501.04898v1,tab:main,table
6873693,14,Additional Results,2405.16435v2,tab:linear-FT-tasks,table
6873708,10,Experiments,2409.04434v3,tab:tasks,table
6874144,26,Theoretical Analysis of DFIV,2501.04898v1,tab:main,table
6873696,16,Additional Results,2405.16435v2,tab:effi,table
6873699,17,Additional Results,2405.16435v2,tab:vqgraph,table
6873991,3,Additional analysis,2410.19631v4,lemma1,table
6873702,17,Additional Results,2405.16435v2,tab:tab11,table
6873712,13,Experiments,2409.04434v3,tab:main_compare,table
6874105,6,Experiments,2503.09046v2,table:Exp1,table
6874110,8,Experiments,2503.09046v2,table:Exp1,table
6874112,8,Experiments,2503.09046v2,table:Exp1,table
6873704,20,Additional Results,2405.16435v2,tab:effi,table
6874213,34,Theoretical Analysis of DFIV,2501.04898v1,thm:main,table
6873709,24,Additional Results,2405.16435v2,tab:reconstruction_impact,table
6873713,28,Additional Results,2405.16435v2,tab:end-to-end,table
6873729,14,Experiments,2409.04434v3,tab:compute,table
6873714,30,Additional Results,2405.16435v2,tab:tabgraphlrgb,table
6874233,34,Theoretical Analysis of DFIV,2501.04898v1,thm:main,table
6873717,30,Additional Results,2405.16435v2,tab:tablink,table
6874254,34,Theoretical Analysis of DFIV,2501.04898v1,thm:main,table
6873720,31,Additional Results,2405.16435v2,tab:tabgraphlrgb,table
6873748,16,Experiments,2409.04434v3,tab:tasks,table
6874372,19,Directional Gradient Projection for Robust Fine-tuning,2502.15895v2,eq:grad,table
6873723,31,Additional Results,2405.16435v2,tab:inductive_transductive,table
6874373,19,Directional Gradient Projection for Robust Fine-tuning,2502.15895v2,eq:grad,table
6874387,20,Directional Gradient Projection for Robust Fine-tuning,2502.15895v2,eq:grad,table
6874389,20,Directional Gradient Projection for Robust Fine-tuning,2502.15895v2,eq:grad,table
6873776,30,Methods,2504.14889v1,proposition1,table
6874404,21,Directional Gradient Projection for Robust Fine-tuning,2502.15895v2,eq:grad,table
6873752,16,Experiments,2409.04434v3,tab:llama_tiny,table
6874406,21,Directional Gradient Projection for Robust Fine-tuning,2502.15895v2,eq:grad,table
6873782,32,Methods,2504.14889v1,proposition1,table
6874408,21,Directional Gradient Projection for Robust Fine-tuning,2502.15895v2,eq:grad,table
6874411,21,Directional Gradient Projection for Robust Fine-tuning,2502.15895v2,eq:grad,table
6874420,15,Separation with Fixed-feature IV,2501.04898v1,thm:main,table
6873784,34,Methods,2504.14889v1,proposition1,table
6873812,7,Experiments,2504.14889v1,table:PMO_main_table,table
6874430,15,Separation with Fixed-feature IV,2501.04898v1,thm:main,table
6873828,1,Detailed Results on PMO Benchmarks,2504.14889v1,table:PMO_additional_table,table
6873767,24,Experiments,2409.04434v3,tab:compute,table
6874440,15,Separation with Fixed-feature IV,2501.04898v1,thm:main,table
6874484,3,Experiments,2502.15895v2,tab:domainnet_moco,table
6874489,9,Experiments,2502.15895v2,tab:domainnet_ft,table
6874449,16,Separation with Fixed-feature IV,2501.04898v1,thm:main,table
6874491,10,Experiments,2502.15895v2,tab:domainnet_ft,table
6874498,17,Experiments,2502.15895v2,tab:main_result,table
6874500,19,Experiments,2502.15895v2,tab:main_result,table
6874505,20,Experiments,2502.15895v2,tab:main_result,table
6873786,13,Appendix,2409.04434v3,tab:gnn,table
6874460,17,Separation with Fixed-feature IV,2501.04898v1,thm:main,table
6874506,21,Experiments,2502.15895v2,tab:main_result,table
6874508,21,Experiments,2502.15895v2,tab:main_result,table
6874512,6,Hyper-Parameter Tuning and Ablation Study,2502.15895v2,tab:hyper,table
